,ISBN,title,series,author,rating,genre,publish_company,format,number_of_pages,publish_month,publish_year,NYT_bestseller,top5,length_of_title,top_authors
1468,9781250180797,Star-Touched Stories,1,Roshani Chokshi,4.19,fantasy,Macmillan,Paperback,304,August,2018,0.0,1,20,0
1469,9781250126061,The High Tide Club,0,Mary Kay Andrews,4.02,fiction,Macmillan,Hardcover,470,May,2018,0.0,1,18,0
1470,9780241300657,Skin in the Game: The Hidden Asymmetries in Daily Life,1,Nassim Nicholas Taleb,3.84,non-fiction,Allen Lane,Paperback,272,June,2018,0.0,0,54,0
1471,9780825445330,Winning Miss Winthrop,1,Carolyn   Miller,4.06,historical,Kregel Publications,Paperback,320,March,2018,0.0,0,21,0
1472,9781948725002,Ferbert Flembuzzle's Most Exotic Zoo,0,Lee Gangles,4.48,fantasy,Lee Gangles,Paperback,236,June,2018,0.0,0,36,0
1473,9781101887349,Into the Fire,1,Elizabeth Moon,4.1,science-fiction,Del Rey,Hardcover,462,February,2018,0.0,0,13,0
1474,9780062641960,Crossing the Line,0,Simone Elkeles,3.33,romance,Harper Collins,Hardcover,352,June,2018,0.0,1,17,0
1475,9781770463165,Sabrina,0,Nick Drnaso,3.83,sequential-art,Drawn and Quarterly,Hardcover,204,May,2018,0.0,0,7,0
1476,9780062657169,Dead Girls: Essays on Surviving an American Obsession,0,Alice Bolin,3.09,non-fiction,Harper Collins,ebook,288,June,2018,0.0,1,53,0
1477,9780544671898,The Night Market,0,Jonathan   Moore,3.62,mystery,Houghton Mifflin Harcourt,Hardcover,288,January,2018,0.0,0,16,0
1478,9780778364153,Harry's Trees,0,Jon   Cohen,4.18,fiction,MIRA,Hardcover,432,June,2018,0.0,0,13,0
1479,9780062684561,Unsheltered,0,Barbara Kingsolver,3.62,fiction,Harper Collins,Hardcover,464,October,2018,0.0,1,11,0
1480,9781481497091,Price of Duty,0,Todd Strasser,4.02,young-adult,Simon & Schuster,Hardcover,192,July,2018,0.0,1,13,0
1481,9780062667120,I Am Enough,0,Grace Byers,4.22,childrens,Harper Collins,Hardcover,32,March,2018,0.0,1,11,0
1482,9780692100097,Dancing to Songs About Death,0,Summer Doles Warner,4.78,glbt,Electric Punch Press,Paperback,164,July,2018,0.0,0,28,0
1483,9780008196929,Three Things About Elsie,0,Joanna  Cannon,3.86,fiction,The Borough Press,Paperback,464,January,2018,0.0,0,24,0
1484,9781409182726,Dark Sacred Night,1,Michael Connelly,4.21,mystery,Orion,Hardcover,448,October,2018,0.0,0,17,0
1485,9780062368553,Why Religion?: A Personal Story,0,Elaine Pagels,3.98,religion,Harper Collins,ebook,256,November,2018,0.0,1,31,0
1486,9781608468935,Things That Make White People Uncomfortable,0,Michael Bennett,4.22,non-fiction,Haymarket Books,Hardcover,220,April,2018,0.0,0,43,0
1487,9780857525956,Bridge of Clay,0,Markus Zusak,3.81,fiction,Penguin Random House,Hardcover,583,October,2018,0.0,1,14,0
1488,9781523504459,"1,000 Books to Read Before You Die: A Life-Changing List",0,James Mustich,4.13,non-fiction,Workman Publishing Company,Hardcover,960,October,2018,0.0,0,56,0
1490,9781250167026,Anger Is a Gift,0,Mark Oshiro,4.03,young-adult,Tor Teen,Hardcover,463,May,2018,0.0,0,15,0
1491,9780399589812,The Soul of America: The Battle for Our Better Angels,0,Jon Meacham,4.25,history,Penguin Random House,Hardcover,402,May,2018,0.0,1,53,0
1492,9781501173295,The Beloveds,0,Maureen Lindley,3.36,fiction,Simon & Schuster,Paperback,323,April,2018,0.0,1,12,0
1493,9781542049863,Bones Don't Lie,1,Melinda Leigh,4.39,mystery,Montlake Romance,Paperback,341,March,2018,0.0,0,15,0
1494,9781683690375,William Shakespeare's Jedi the Last: Star Wars Part the Eighth,1,Ian Doescher,4.27,media-tie-in,Quirk Books,Hardcover,176,July,2018,0.0,0,62,0
1495,9780802127044,Fire Sermon,0,Jamie Quatro,3.58,fiction,Grove Press,Hardcover,224,January,2018,0.0,0,11,0
1496,9781481499217,The Geography of Lost Things,0,Jessica Brody,3.87,contemporary,Simon & Schuster,Hardcover,458,October,2018,0.0,1,28,0
1497,9781538728529,Every Breath,0,Nicholas Sparks,4.05,romance,Hachette,Hardcover,320,October,2018,0.0,1,12,0
1498,9781335424693,Lincoln's Last Trial: The Murder Case That Propelled Him to the Presidency,0,Dan Abrams,3.89,history,Hanover Square Press ,Hardcover,320,June,2018,0.0,0,74,0
1499,9781501190070,Watching You,0,Lisa Jewell,3.96,mystery,Simon & Schuster,Hardcover,320,December,2018,0.0,1,12,0
1500,9781568585819,Ask Me About My Uterus: A Quest to Make Doctors Believe in Women's Pain,0,Abby  Norman,3.96,non-fiction,Bold Type Books,Hardcover,288,March,2018,0.0,0,71,0
1501,9780553391510,The Skaar Invasion,1,Terry Brooks,4.16,fantasy,Del Rey Books ,Hardcover,371,June,2018,0.0,0,18,0
1502,9781449492977,Little Moments of Love,0,Catana Chetwynd,4.31,sequential-art,Andrews McMeel Publishing,Hardcover,160,June,2018,0.0,0,22,0
1504,9781925584523,The Nowhere Child,0,Christian  White,4.0,mystery,Affirm Press,Paperback,374,June,2018,0.0,0,17,0
1505,9780399544682,Amal Unbound,0,Aisha Saeed,4.22,childrens,Nancy Paulsen Books,Hardcover,240,May,2018,0.0,0,12,0
1506,9781449489892,Sea of Strangers,0,Lang Leav,3.84,poetry,Andrews McMeel Publishing,Paperback,224,January,2018,0.0,0,16,0
1507,9782359496758,Ariane,0,Myriam Leroy,3.51,fiction,Don Quichotte ,Paperback,208,January,2018,0.0,0,6,0
1508,9780316395441,Red Alert,1,James Patterson,4.09,mystery,Hachette,Hardcover,338,March,2018,0.0,1,9,1
1509,9781524731762,Air Traffic: A Memoir of Ambition and Manhood in America,0,Gregory Pardlo,3.5,autobiography,Penguin Random House,Hardcover,272,April,2018,0.0,1,56,0
1510,9781948700016,To Afar from Afar,0,Soham Patel,4.8,poetry,Civil Coping Mechanisms,Paperback,98,March,2018,0.0,0,17,0
1511,9781538728918,A Rogue of Her Own,1,Grace Burrowes,3.99,romance,Forever,Mass Market Paperback,379,March,2018,0.0,0,18,0
1512,9781594632532,The Afterlives,0,Thomas Pierce,3.53,fiction,Riverhead Books,Hardcover,384,January,2018,0.0,0,14,0
1513,9781847925176,The World As It Is: Inside the Obama White House,0,Ben  Rhodes,4.31,politics,Bodley Head,Hardcover,480,June,2018,0.0,0,48,0
1514,9781250142795,City of Ink,1,Elsa Hart,4.24,mystery,Macmillan,Hardcover,341,August,2018,0.0,1,11,0
1515,9781101984598,"She Has Her Mother's Laugh: The Powers, Perversions, and Potential of Heredity",0,Carl Zimmer,4.16,science,Dutton,Hardcover,657,May,2018,0.0,0,78,0
1516,9780356507378,84K,0,Claire North,3.3,science-fiction,Hachette,Hardcover,480,May,2018,0.0,1,3,0
1517,9780062741844,Hot Winter Nights,1,Jill Shalvis,4.07,romance,Harper Collins,ebook,384,September,2018,0.0,1,17,0
1518,9781984283702,Finders Keepers,0,N.R. Walker,4.09,romance,CreateSpace Independent Publishing Platform ,Paperback,218,February,2018,0.0,0,15,0
1519,9780571336166,What You Want To See,1,Kristen Lepionka,3.88,mystery,FaberFaber,ebook,294,May,2018,0.0,0,20,0
1520,9780062653659,Everless,1,Sara  Holland,3.86,fantasy,Harper Collins,Hardcover,362,January,2018,0.0,1,8,0
1521,9781250205407,Meet Me at the Museum,0,Anne Youngson,3.91,fiction,Penguin Random House,Audiobook,1,August,2018,0.0,1,21,0
1522,9781760555382,No Friend But the Mountains: Writing from Manus Prison,0,Behrouz Boochani,4.19,non-fiction,Picador Australia,Paperback,416,July,2018,0.0,0,54,0
1523,9780393357417,Crudo,0,Olivia Laing,3.35,fiction,W. W. NortonCompany ,Paperback,160,September,2019,0.0,0,5,0
1524,9780062413383,The Queen of Sorrow,1,Sarah Beth Durst,3.87,fantasy,Harper Collins,Hardcover,419,May,2018,0.0,1,19,0
1525,9781101999134,Blood of a Thousand Stars,1,Rhoda Belleza,3.52,young-adult,Razorbill,Hardcover,359,February,2018,0.0,0,25,0
1526,9781250131652,This Heart of Mine,0,C.C. Hunter,4.01,young-adult,Wednesday Books,Hardcover,384,February,2018,0.0,0,18,0
1527,9780399585517,Death Below Stairs,1,Jennifer Ashley,3.78,mystery,Penguin Random House,Paperback,313,January,2018,0.0,1,18,0
1528,9781534428478,Call of the Wraith,1,Kevin Sands,4.43,historical,Aladdin,Hardcover,544,September,2018,0.0,0,18,0
1529,9780062856432,Melmoth,0,Sarah Perry,3.5,fiction,Harper Collins,Audiobook,245,October,2018,0.0,1,7,0
1530,9780525558644,Facts and Fears: Hard Truths from a Life in Intelligence,0,James R. Clapper,4.15,politics,Penguin Random House,Hardcover,432,May,2018,0.0,1,56,0
1531,9781911508243,Pure Hollywood,0,Christine Schutt,2.95,short-stories,And Other Stories ,Paperback,132,May,2018,0.0,0,14,0
1532,9780525552963,Darius the Great Is Not Okay,0,Adib Khorram,4.29,young-adult,Dial Books,Hardcover,316,August,2018,0.0,0,28,0
1533,9780316416542,Annex,1,Rich  Larson,3.73,science-fiction,Hachette,Paperback,304,July,2018,0.0,1,5,0
1534,9781503949003,The Extraordinary Life of Sam Hell,0,Robert Dugoni,4.35,fiction,Lake Union Publishing,Hardcover,448,April,2018,0.0,0,34,0
1535,9780062653710,Evermore,1,Sara  Holland,3.53,fantasy,Harper Collins,ebook,368,December,2018,0.0,1,8,0
1536,9780771060335,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,0,Ben Macintyre,4.44,history,Signal,Hardcover,384,September,2018,0.0,0,69,0
1537,9781635900026,Carceral Capitalism,1,Jackie Wang,4.67,non-fiction,Semiotext,Paperback,359,October,2017,0.0,0,19,0
1538,9781501192555,An Ocean of Minutes,0,Thea Lim,3.47,fiction,Simon & Schuster,Hardcover,303,July,2018,0.0,1,19,0
1539,9780316509787,The Shadows We Hide,1,Allen Eskens,4.16,mystery,Mulholland Books,Hardcover,352,November,2018,0.0,0,19,0
1540,9780300219333,Packing My Library: An Elegy and Ten Digressions,0,Alberto Manguel,3.88,writing,Yale University Press,Hardcover,146,March,2018,0.0,0,48,0
1541,9781481466530,European Travel for the Monstrous Gentlewoman,1,Theodora Goss,4.02,fantasy,Gallery / Saga Press,Hardcover,720,July,2018,0.0,0,45,0
1542,9780062698872,Heretics Anonymous,0,Katie Henry,3.91,contemporary,Harper Collins,Hardcover,329,August,2018,0.0,1,18,0
1543,9780062797629,Kill the Queen,1,Jennifer Estep,4.05,fantasy,Harper Collins,ebook,480,October,2018,0.0,1,14,0
1544,9781783350742,Owl Sense,0,Miriam Darlington,3.77,non-fiction,Guardian Faber Publishing,Hardcover,344,February,2018,0.0,0,9,0
1546,9781460754337,The Lost Flowers of Alice Hart,0,Holly Ringland,4.1,fiction,Harper Collins,Paperback,400,March,2018,0.0,1,30,0
1547,9781551527253,Jonny Appleseed,0,Joshua Whitehead,4.2,fiction,Arsenal Pulp Press,Paperback,224,May,2018,0.0,0,15,0
1548,9781503902862,Cut and Run,0,Mary Burton,4.23,mystery,Montlake Romance,Paperback,325,October,2018,0.0,0,11,0
1549,9781501177361,Leave No Trace,0,Mindy Mejia,3.6,mystery,Atria/Emily Bestler Books,Hardcover,352,September,2018,0.0,0,14,0
1550,9781250078308,Archenemies,1,Marissa Meyer,4.32,fantasy,Macmillan,Hardcover,474,November,2018,0.0,1,11,0
1551,9780241309469,Middle England,1,Jonathan Coe,4.01,fiction,Penguin Random House,Hardcover,432,November,2018,0.0,1,14,0
1552,9781250175731,The Darkest Star,1,Jennifer L. Armentrout,4.23,young-adult,Tor Teen,Hardcover,367,October,2018,0.0,0,16,0
1553,9780525574828,The Death of Truth: Notes on Falsehood in the Age of Trump,0,Michiko Kakutani,3.84,non-fiction,Tim Duggan Books,Hardcover,208,July,2018,0.0,0,58,0
1554,9780062798961,Speak No Evil,0,Uzodinma Iweala,3.89,fiction,Harper Collins,Audiobook,7,March,2018,0.0,1,13,0
1555,9780316440776,Tyler Johnson Was Here,0,Jay Coles,3.87,young-adult,Hachette,Hardcover,299,March,2018,0.0,1,22,0
1556,9781542045513,Good Intentions,0,J.D. Trafford,4.13,mystery,Thomas & Mercer,Paperback,288,June,2018,0.0,0,15,0
1557,9781555978174,She Would Be King,0,Wayétu Moore,4.0,historical,Graywolf Press,Hardcover,312,September,2018,0.0,0,17,0
1558,9781101874561,The Sparsholt Affair,0,Alan Hollinghurst,3.55,fiction,Penguin Random House,Hardcover,419,March,2018,0.0,1,20,0
1559,9780241330210,The Librarian,0,Salley Vickers,3.4,fiction,Penguin Random House,Paperback,384,April,2018,0.0,1,13,0
1560,9783455003888,Junger Mann,0,Wolf Haas,3.93,european-literature,Hoffmann und Campe,Hardcover,238,September,2018,0.0,0,11,0
1561,9781496716873,A Lady's Guide to Etiquette and Murder,1,Dianne Freeman,3.85,mystery,Kensington Publishing Corp. ,Hardcover,264,June,2018,0.0,0,38,0
1562,9780802146168,Country Dark,0,Chris Offutt,4.14,fiction,Grove Press,ebook,240,April,2018,0.0,0,12,0
1563,9780062438775,Sea Witch,1,Sarah Henning,3.67,fantasy,Harper Collins,Hardcover,368,July,2018,0.0,1,9,0
1564,9781501135941,Indianapolis: The True Story of the Worst Sea Disaster in U.S. Naval History and the Fifty-Year Fight to Exonerate an Innocent Man,0,Lynn Vincent,4.47,history,Simon & Schuster,Hardcover,592,July,2018,0.0,1,130,0
1565,9780994054456,The Chase,1,Elle Kennedy,3.97,romance,Elle Kennedy Inc. ,ebook,377,August,2018,0.0,0,9,0
1566,9781541617094,Chernobyl: The History of a Nuclear Catastrophe,0,Serhii Plokhy,4.25,history,Basic Books,Hardcover,404,May,2018,0.0,0,47,0
1567,9780525519966,A Taste for Vengeance,1,Martin  Walker,4.13,mystery,Penguin Random House,Hardcover,352,June,2018,0.0,1,21,0
1568,9780062820242,This Is Kind of an Epic Love Story,0,Kheryn Callender,3.42,young-adult,Harper Collins,ebook,304,October,2018,0.0,1,34,0
1569,9781501166273,Whiskey In a Teacup,0,Reese Witherspoon,3.63,non-fiction,Touchstone,Hardcover,304,September,2018,0.0,0,19,0
1570,9781472257796,The Lost Daughter,0,Gill Paul,4.4,historical,Headline Review,Paperback,464,August,2018,0.0,0,17,0
1571,9781250197559,The Expert System's Brother,0,Adrian Tchaikovsky,3.93,science-fiction,Tor.com,ebook,160,July,2018,0.0,0,27,0
1572,9780857667342,Moonshine,0,Jasmine Gower,3.46,fantasy,Angry Robot,Paperback,320,February,2018,0.0,0,9,0
1573,9781727749649,Heath,0,K.  Webster,4.17,romance,CreateSpace Independent Publishing Platform,Paperback,410,October,2018,0.0,0,5,0
1574,9780374147938,The End of the End of the Earth: Essays,0,Jonathan Franzen,3.49,writing,Macmillan,Hardcover,230,November,2018,0.0,1,39,0
1575,9781912240333,"Sweet Fruit, Sour Land",0,Rebecca Ley,3.57,fiction,Sandstone Press,Paperback,320,July,2018,0.0,0,22,0
1576,9780735273436,Trickster Drift,1,Eden Robinson,4.32,fiction,Penguin Random House,Hardcover,384,October,2018,0.0,1,15,0
1577,9781503949072,Trespassing,0,Brandi Reeds,4.09,mystery,Lake Union Publishing ,Paperback,384,September,2018,0.0,0,11,0
1578,9781400069712,Rise and Kill First: The Secret History of Israel's Targeted Assassinations,0,Ronen Bergman,4.4,history,Penguin Random House,Hardcover,784,January,2018,0.0,1,75,0
1579,9781501189555,Rage Becomes Her: The Power of Women's Anger,0,Soraya Chemaly,4.36,non-fiction,Simon & Schuster,Hardcover,364,September,2018,0.0,1,44,0
1580,9781524767068,Ash Princess,1,Laura  Sebastian,3.92,fantasy,Delacorte Books for Young Readers,Hardcover,432,April,2018,0.0,0,12,0
1581,9781447284499,Tombland,1,C.J. Sansom,4.4,historical,Pan MacMillan - Mantle,Paperback,866,October,2018,0.0,0,8,0
1582,9780735210622,When: The Scientific Secrets of Perfect Timing,0,Daniel H. Pink,3.79,non-fiction,Riverhead Books,Hardcover,272,January,2018,0.0,0,46,0
1583,9781501178788,The Caregiver,0,Samuel Park,3.78,fiction,Simon & Schuster,ebook,288,September,2018,0.0,1,13,0
1584,9780735212510,The Hunger,0,Alma Katsu,3.65,horror,G.P. Putnam’s Sons,Hardcover,376,March,2018,0.0,0,10,0
1585,9780062742018,The Wild Inside,0,Jamey Bradbury,3.24,fiction,Harper Collins,ebook,320,March,2018,0.0,1,15,0
1587,9780062448149,Rainy Day Friends,1,Jill Shalvis,4.2,romance,Harper Collins,Paperback,384,June,2018,0.0,1,17,0
1588,9781449489816,Phoebe and Her Unicorn in Unicorn Theater,1,Dana Simpson,4.02,sequential-art,Andrews McMeel Publishing,Paperback,150,October,2018,0.0,0,41,0
1589,9780316262286,Ghost Boys,0,Jewell Parker Rhodes,4.35,childrens,Hachette,Hardcover,224,April,2018,0.0,1,10,0
1590,9781250129130,Shadowsong,1,S. Jae-Jones,3.59,fantasy,Wednesday Books,Hardcover,379,February,2018,0.0,0,10,0
1591,9781596068643,The Tea Master and the Detective,1,Aliette de Bodard,3.91,science-fiction,Subterranean Press,Hardcover,96,March,2018,0.0,0,32,0
1592,9781608685233,"The Green Burial Guidebook: Everything You Need to Plan an Affordable, Environmentally Friendly Burial",0,Elizabeth Fournier,4.38,non-fiction,New World Library,Paperback,178,March,2018,0.0,0,102,0
1593,9780778307617,As You Wish,1,Jude Deveraux,3.87,romance,Mira Books,Hardcover,416,March,2018,0.0,0,11,0
1594,9780778319849,The Bookshop of Yesterdays,0,Amy Meyerson,3.64,fiction,Park Row,Hardcover,368,June,2018,0.0,0,26,0
1595,9780062691972,Wicked and the Wallflower,1,Sarah MacLean,4.01,romance,Harper Collins,ebook,416,June,2018,0.0,1,25,0
1596,9781101886243,"Jefferson's Daughters: Three Sisters, White and Black, in a Young America",0,Catherine Kerrison,3.58,history,Penguin Random House,Hardcover,425,January,2018,0.0,1,73,0
1597,9780316471411,Grace and Fury,1,Tracy Banghart,3.85,fantasy,Hachette,Hardcover,320,July,2018,0.0,1,14,0
1598,9781987465976,Evolved,0,N.R. Walker,4.24,romance,CreateSpace Independent Publishing Platform ,Paperback,242,April,2018,0.0,0,7,0
1599,9780778307860,Evergreen Tidings from the Baumgartners,0,Gretchen Anthony,3.56,fiction,Park Row,Paperback,367,October,2018,0.0,0,39,0
1600,9781538761571,Long Road to Mercy,1,David Baldacci,3.9,thriller,Hachette,Hardcover,404,November,2018,0.0,1,18,0
1601,9781627798525,The Handsome Girl & Her Beautiful Boy,0,B.T. Gottfred,3.61,young-adult,Henry Holt and Co. ,Hardcover,420,May,2018,0.0,0,37,0
1602,9781250126429,Mirage,1,Somaiya Daud,3.73,fantasy,Macmillan,Hardcover,320,August,2018,0.0,1,6,0
1603,9783446260382,Das Feld,0,Robert Seethaler,3.45,fiction,Hanser Berlin,Hardcover,240,June,2018,0.0,0,8,0
1604,9781250164469,Too Far Gone,1,Allison Brennan,4.32,mystery,Macmillan,Mass Market Paperback,473,October,2018,0.0,1,12,0
1605,9781683319443,The Psychology of Time Travel,0,Kate Mascarenhas,3.76,science-fiction,Crooked Lane Books ,Hardcover,336,February,2019,0.0,0,29,0
1606,9780997426298,Royally Yours,1,Emma Chase,4.25,romance,"Emma Chase, LLC ",ebook,232,October,2018,0.0,0,13,0
1607,9781501172786,Full Disclosure,0,Beverley McLachlin,3.55,mystery,Simon & Schuster,Paperback,352,May,2018,0.0,1,15,0
1608,9780374156060,The Flame,0,Leonard Cohen,4.06,poetry,Macmillan,Hardcover,277,October,2018,0.0,1,9,0
1609,9781250132475,Lennon Reborn,1,Scarlett Cole,4.45,romance,Swerve,ebook,250,May,2018,0.0,0,13,0
1610,9780062678850,A Forgotten Place,1,Charles Todd,3.76,mystery,Harper Collins,ebook,384,September,2018,0.0,1,17,0
1611,9780062696878,The Light Between Worlds,0,Laura E. Weymouth,3.8,fantasy,Harper Collins,Hardcover,351,October,2018,0.0,1,24,0
1613,9781443454278,The Dutch Wife,0,Ellen Keith,3.72,historical,Patrick Crean Editions,ebook,400,April,2018,0.0,0,14,0
1614,9781501197406,My Favorite Half-Night Stand,0,Christina Lauren,3.83,romance,Simon & Schuster,Paperback,384,December,2018,0.0,1,28,0
1615,9781635572711,The List: A Week-by-Week Reckoning of Trump’s First Year,0,Amy Siskind,4.29,politics,Bloomsbury USA,Hardcover,528,March,2018,0.0,0,56,0
1616,9780062804150,Hello Stranger,1,Lisa Kleypas,4.07,romance,Harper Collins,Hardcover,286,February,2018,0.0,1,14,0
1617,9781427299222,Heads You Win,0,Jeffrey Archer,3.82,fiction,MacMillan Audio ,Audio CD,480,November,2018,0.0,0,13,0
1618,9780062836052,When the Men Were Gone,0,Marjorie Herrera Lewis,3.67,historical,Harper Collins,Paperback,240,October,2018,0.0,1,22,0
1619,9781619021112,Still Lives,0,Maria Hummel,3.31,mystery,Counterpoint Press,Hardcover,275,June,2018,0.0,0,11,0
1620,9780316514880,How Are You Going to Save Yourself,0,J.M. Holmes,3.28,fiction,Hachette,Hardcover,256,August,2018,0.0,1,34,0
1621,9781492646617,Carnegie's Maid,0,Marie Benedict,3.78,historical,Sourcebooks Landmark,Hardcover,283,January,2018,0.0,0,15,0
1622,9781501178832,"How to Be Alone: If You Want To, and Even If You Don't",0,Lane Moore,3.84,non-fiction,Simon & Schuster,Paperback,224,November,2018,0.0,1,54,0
1623,9781250191984,The Other Woman,0,Sandie Jones,3.77,thriller,Macmillan,Hardcover,304,August,2018,0.0,1,15,0
1624,9780670918669,"Arnhem: The Battle for the Bridges, 1944",0,Antony Beevor,4.24,history,Penguin Random House,Hardcover,459,May,2018,0.0,1,40,0
1625,9781451696240,The Incomplete Book of Running,0,Peter Sagal,3.87,non-fiction,Simon & Schuster,Hardcover,197,October,2018,0.0,1,30,0
1626,9781250132796,The Beloved Wild,0,Melissa Ostrom,3.87,historical,Macmillan,Hardcover,320,March,2018,0.0,1,16,0
1628,9780802128782,Virgil Wander,0,Leif Enger,4.02,fiction,Grove Press,Hardcover,303,October,2018,0.0,0,13,0
1629,9781250087300,The Dream Daughter,0,Diane Chamberlain,4.24,fiction,Macmillan,Hardcover,371,October,2018,0.0,1,18,0
